ABV,Availaility,Brewer,BrosScore,ImageLink,Location,Ranking,RatingCount,ReviewCount,Score,ScoreClass,pDev
5.70%,Rotating,Coronado Brewing Company,,https://cdn.beeradvocate.com/im/beers/14236.jpg,"California, United States","#38,714",562,155,3.59,Good,11.98%
5.60%,Year-round,Sierra Nevada Brewing Co.,,https://cdn.beeradvocate.com/im/beers/276.jpg,"California, United States","#3,091","11,445","3,047",4.03,Exceptional,11.66%
6.20%,Year-round,3 Floyds Brewing Co.,,https://cdn.beeradvocate.com/im/beers/64228.jpg,"Indiana, United States",#34,"10,299","1,597",4.59,World-Class,8.28%
6.50%,Year-round,Oskar Blues Grill & Brew,,https://cdn.beeradvocate.com/im/beers/6518.jpg,"Colorado, United States","#8,222","7,430","1,972",3.88,Very Good,11.6%
6.66%,Year-round,3 Floyds Brewing Co.,,https://cdn.beeradvocate.com/im/beers/39.jpg,"Indiana, United States",#761,"6,562","1,860",4.25,Outstanding,8.94%
6.20%,Year-round,Toppling Goliath Brewing Company,,https://cdn.beeradvocate.com/im/beers/72170.jpg,"Iowa, United States",#83,"4,538",682,4.52,World-Class,7.52%
5.00%,Year-round,Deschutes Brewery,,https://cdn.beeradvocate.com/im/beers/195.jpg,"Oregon, United States","#7,181","3,827","1,021",3.9,Very Good,11.28%
5.20%,Year-round,Half Acre Beer Company,,https://cdn.beeradvocate.com/im/beers/48582.jpg,"Illinois, United States","#1,397","3,802",887,4.16,Exceptional,9.38%
5.40%,Year-round,SweetWater Brewing Company,,https://cdn.beeradvocate.com/im/beers/751.jpg,"Georgia, United States","#35,997","3,696",792,3.64,Good,12.91%
6.00%,Year-round,Maine Beer Company,,https://cdn.beeradvocate.com/im/beers/78906.jpg,"Maine, United States",#579,"3,263",477,4.29,Outstanding,8.16%
6.00%,Year-round,Great Lakes Brewing Co.,,https://cdn.beeradvocate.com/im/beers/225.jpg,"Ohio, United States","#5,478","3,255","1,040",3.94,Very Good,11.17%
5.50%,Year-round,Maine Beer Company,,https://cdn.beeradvocate.com/im/beers/51512.jpg,"Maine, United States","#1,957","2,892",621,4.11,Exceptional,9.49%
5.40%,Year-round,Founders Brewing Company,,https://cdn.beeradvocate.com/im/beers/4073.jpg,"Michigan, United States","#30,978","2,784",839,3.69,Good,11.11%
5.20%,Year-round,Hill Farmstead Brewery,,https://cdn.beeradvocate.com/im/placeholder-beer.jpg,"Vermont, United States",#200,"2,738",376,4.43,Outstanding,8.13%
5.00%,Year-round,New Glarus Brewing Company,,https://cdn.beeradvocate.com/im/beers/56738.jpg,"Wisconsin, United States","#1,833","2,623",529,4.12,Exceptional,10.19%
5.20%,Year-round,Victory Brewing Company - Downingtown,,https://cdn.beeradvocate.com/im/beers/66281.jpg,"Pennsylvania, United States","#6,769","2,616",617,3.91,Very Good,11.25%
6.20%,Winter,Deschutes Brewery,,https://cdn.beeradvocate.com/im/beers/55564.jpg,"Oregon, United States","#2,093","2,610",609,4.1,Exceptional,10%
7.20%,Fall,Lagunitas Brewing Company,,https://cdn.beeradvocate.com/im/beers/133621.jpg,"California, United States",#246,"2,549",498,4.4,Outstanding,6.82%
5.50%,Year-round,Flying Dog Brewery,,https://cdn.beeradvocate.com/im/beers/1213.jpg,"Maryland, United States","#36,763","2,411","1,004",3.63,Good,12.67%
6.00%,Year-round,Kona Brewing Co.,,https://cdn.beeradvocate.com/im/beers/5753.jpg,"Hawaii, United States","#37,473","2,408",690,3.62,Good,12.71%
5.50%,Rotating,Founders Brewing Company,,https://cdn.beeradvocate.com/im/beers/98383.jpg,"Michigan, United States","#2,830","2,236",399,4.05,Exceptional,8.89%
5.00%,Rotating,3 Floyds Brewing Co.,,https://cdn.beeradvocate.com/im/beers/1158.jpg,"Indiana, United States","#8,327","2,201",696,3.88,Very Good,10.82%
5.00%,Year-round,Boulder Beer / Wilderness Pub,,https://cdn.beeradvocate.com/im/beers/6590.jpg,"Colorado, United States","#35,116","2,056",879,3.65,Good,13.7%
6.60%,Year-round,Trillium Brewing Company,,https://cdn.beeradvocate.com/im/beers/88949.jpg,"Massachusetts, United States",#167,"2,030",226,4.46,Outstanding,6.28%
4.90%,Year-round,Firestone Walker Brewing Co.,,https://cdn.beeradvocate.com/im/beers/5643.jpg,"California, United States","#12,394","1,983",577,3.83,Very Good,10.7%
6.20%,Year-round,Lagunitas Brewing Company,,https://cdn.beeradvocate.com/im/beers/44896.jpg,"California, United States","#5,551","1,913",427,3.94,Very Good,10.41%
5.30%,Year-round,Terrapin Beer Company,,https://cdn.beeradvocate.com/im/beers/5948.jpg,"Georgia, United States","#18,307","1,817",775,3.78,Very Good,10.58%
5.50%,Year-round,3 Floyds Brewing Co.,,https://cdn.beeradvocate.com/im/beers/110744.jpg,"Indiana, United States","#4,341","1,649",195,3.98,Very Good,10.3%
6.00%,Year-round,3 Floyds Brewing Co.,,https://cdn.beeradvocate.com/im/beers/91358.jpg,"Indiana, United States","#1,361","1,641",179,4.17,Exceptional,8.87%
6.60%,Rotating,Trillium Brewing Company,,https://cdn.beeradvocate.com/im/beers/107406.jpg,"Massachusetts, United States",#60,"1,630",192,4.56,World-Class,6.14%
6.10%,Rotating,Great Divide Brewing Company,,https://cdn.beeradvocate.com/im/beers/26233.jpg,"Colorado, United States","#2,693","1,600",694,4.06,Exceptional,9.85%
5.00%,Rotating,Cigar City Brewing,,https://cdn.beeradvocate.com/im/beers/88404.jpg,"Florida, United States","#5,943","1,588",196,3.93,Very Good,8.4%
5.50%,Year-round,Southern Tier Brewing Company,,https://cdn.beeradvocate.com/im/beers/86647.jpg,"New York, United States","#7,835","1,535",253,3.89,Very Good,10.54%
5.20%,Year-round,Southern Tier Brewing Company,,https://cdn.beeradvocate.com/im/beers/20536.jpg,"New York, United States","#41,033","1,495",625,3.53,Good,13.88%
6.60%,Rotating,Trillium Brewing Company,,https://cdn.beeradvocate.com/im/beers/116067.jpg,"Massachusetts, United States",#45,"1,492",174,4.59,World-Class,5.66%
7.90%,Winter,Lagunitas Brewing Company,,https://cdn.beeradvocate.com/im/beers/175577.jpg,"California, United States","#2,705","1,467",292,4.06,Exceptional,8.37%
5.50%,Year-round,Ballast Point Brewing Company,,https://cdn.beeradvocate.com/im/beers/100217.jpg,"California, United States","#2,553","1,407",257,4.07,Exceptional,9.09%
6.10%,Fall,Deschutes Brewery,,https://cdn.beeradvocate.com/im/beers/26395.jpg,"Oregon, United States","#2,160","1,387",528,4.1,Exceptional,10.24%
5.50%,Year-round,Matt Brewing Company / Saranac Brewery,,https://cdn.beeradvocate.com/im/beers/914.jpg,"New York, United States","#43,080","1,313",635,3.42,Okay,13.45%
6.00%,Rotating,Pipeworks Brewing Company,,https://cdn.beeradvocate.com/im/beers/155168.jpg,"Illinois, United States",#675,"1,303",273,4.28,Outstanding,7.01%
4.20%,Rotating,Carton Brewing Company,,https://cdn.beeradvocate.com/im/beers/74467.jpg,"New Jersey, United States","#2,310","1,272",176,4.09,Exceptional,11%
5.80%,Rotating,Russian River Brewing Company,,https://cdn.beeradvocate.com/im/beers/77648.jpg,"California, United States",#679,"1,240",142,4.28,Outstanding,8.64%
5.40%,Year-round,Goose Island Beer Co.,,https://cdn.beeradvocate.com/im/beers/55987.jpg,"Illinois, United States","#40,425","1,197",191,3.55,Good,12.96%
5.50%,Rotating,Maine Beer Company,,https://cdn.beeradvocate.com/im/beers/113339.jpg,"Maine, United States","#3,457","1,194",194,4.02,Exceptional,8.96%
5.20%,Year-round,Tallgrass Brewing Company,,https://cdn.beeradvocate.com/im/beers/78937.jpg,"Kansas, United States","#21,184","1,182",208,3.76,Very Good,11.97%
6.60%,Rotating,Trillium Brewing Company,,https://cdn.beeradvocate.com/im/beers/154542.jpg,"Massachusetts, United States",#103,"1,146",135,4.52,World-Class,5.75%
6.50%,Summer,Odell Brewing Company,,https://cdn.beeradvocate.com/im/beers/50241.jpg,"Colorado, United States","#2,596","1,115",311,4.07,Exceptional,9.58%
8.40%,Rotating,Lagunitas Brewing Company,,https://cdn.beeradvocate.com/im/beers/3451.jpg,"California, United States","#3,093","1,112",237,4.04,Exceptional,7.92%
6.20%,Rotating,Goose Island Beer Co.,,https://cdn.beeradvocate.com/im/beers/105399.jpg,"Illinois, United States","#36,628","1,102",174,3.63,Good,10.47%
6.00%,Year-round,Westbrook Brewing Co.,,https://cdn.beeradvocate.com/im/beers/94175.jpg,"South Carolina, United States","#4,163","1,101",144,3.99,Very Good,9.02%
5.40%,Year-round,Goose Island Beer Co.,,https://cdn.beeradvocate.com/im/beers/114532.jpg,"Illinois, United States","#43,911","1,092",115,3.33,Okay,14.71%
5.20%,Summer,Victory Brewing Company - Downingtown,,https://cdn.beeradvocate.com/im/beers/59987.jpg,"Pennsylvania, United States","#29,706","2,338",451,3.7,Good,13.24%
5.00%,Year-round,Sixpoint Brewery,,https://cdn.beeradvocate.com/im/beers/22193.jpg,"New York, United States","#6,780","2,325",600,3.91,Very Good,12.02%
4.40%,Year-round,Kona Brewing Co.,,https://cdn.beeradvocate.com/im/beers/22592.jpg,"Hawaii, United States","#39,436","1,940",337,3.58,Good,14.25%
5.00%,Summer,Deschutes Brewery,,https://cdn.beeradvocate.com/im/beers/17984.jpg,"Oregon, United States","#34,189","1,470",457,3.66,Good,12.02%
5.20%,Summer,New Belgium Brewing,,https://cdn.beeradvocate.com/im/beers/68008.jpg,"Colorado, United States","#19,796","1,106",286,3.77,Very Good,14.06%
6.00%,Fall,New Belgium Brewing,,https://cdn.beeradvocate.com/im/beers/51991.jpg,"Colorado, United States","#17,134",965,500,3.79,Very Good,12.93%
5.10%,Year-round,Shipyard Brewing Company,,https://cdn.beeradvocate.com/im/beers/1120.jpg,"Maine, United States","#44,011",958,427,3.31,Okay,15.41%
4.70%,Rotating,Firestone Walker Brewing Co.,,https://cdn.beeradvocate.com/im/beers/81490.jpg,"California, United States","#42,255",922,115,3.47,Okay,15.85%
4.10%,Rotating,Tree House Brewing Company,,https://cdn.beeradvocate.com/im/beers/109105.jpg,"Massachusetts, United States",#720,861,102,4.28,Outstanding,6.31%
5.10%,Year-round,Real Ale Brewing Company,,https://cdn.beeradvocate.com/im/beers/8695.jpg,"Texas, United States","#42,870",829,187,3.43,Okay,15.45%
4.00%,Year-round,Deschutes Brewery,,https://cdn.beeradvocate.com/im/beers/90568.jpg,"Oregon, United States","#28,367",706,131,3.71,Good,11.05%
5.10%,Year-round,Great Divide Brewing Company,,https://cdn.beeradvocate.com/im/beers/31473.jpg,"Colorado, United States","#41,555",623,344,3.5,Good,15.43%
5.25%,Year-round,Southern Star Brewing Company,,https://cdn.beeradvocate.com/im/beers/45576.jpg,"Texas, United States","#30,788",604,212,3.69,Good,13.82%
4.60%,Summer,Flying Fish Brewing Company,,https://cdn.beeradvocate.com/im/beers/1959.jpg,"New Jersey, United States","#41,758",589,212,3.49,Okay,14.61%
7.20%,Rotating,The Bruery,,https://cdn.beeradvocate.com/im/beers/160820.jpg,"California, United States","#4,146",559,97,4,Exceptional,9.75%
5.00%,Year-round,Magic Hat Brewing Company,,https://cdn.beeradvocate.com/im/beers/2374.jpg,"Vermont, United States","#43,816",546,155,3.33,Okay,17.12%
4.00%,Summer,Hill Farmstead Brewery,,https://cdn.beeradvocate.com/im/placeholder-beer.jpg,"Vermont, United States","#1,101",494,60,4.23,Exceptional,7.09%
4.30%,Summer,Widmer Brothers Brewing Company,,https://cdn.beeradvocate.com/im/beers/68601.jpg,"Oregon, United States","#37,062",489,129,3.62,Good,13.26%
5.30%,Year-round,Ska Brewing Co.,,https://cdn.beeradvocate.com/im/beers/3041.jpg,"Colorado, United States","#43,631",458,171,3.35,Okay,14.93%
4.20%,Summer,Narragansett Brewing Co.,,https://cdn.beeradvocate.com/im/beers/68147.jpg,"Rhode Island, United States","#37,038",450,126,3.62,Good,14.64%
4.50%,Rotating,Odd Side Ales,,https://cdn.beeradvocate.com/im/beers/97432.jpg,"Michigan, United States","#14,176",441,72,3.82,Very Good,12.57%
5.10%,Year-round,Two Brothers Brewing Company,,https://cdn.beeradvocate.com/im/beers/1966.jpg,"Illinois, United States","#41,851",436,141,3.48,Okay,12.36%
4.00%,Summer,Bissell Brothers Brewing Co.,,https://cdn.beeradvocate.com/im/beers/130106.jpg,"Maine, United States","#2,096",417,56,4.13,Exceptional,7.75%
4.40%,Year-round,Blue Point Brewing Company,,https://cdn.beeradvocate.com/im/beers/4585.jpg,"New York, United States","#44,218",415,156,3.25,Okay,15.08%
4.50%,Rotating,Russian River Brewing Company,,https://cdn.beeradvocate.com/im/placeholder-beer.jpg,"California, United States","#35,476",402,54,3.64,Good,11.81%
4.20%,Rotating,Half Acre Beer Company,,https://cdn.beeradvocate.com/im/beers/54770.jpg,"Illinois, United States","#26,823",369,128,3.72,Good,11.29%
4.00%,Summer,Uinta Brewing Company,,https://cdn.beeradvocate.com/im/beers/50219.jpg,"Utah, United States","#42,142",352,79,3.46,Okay,12.43%
4.50%,Year-round,Heavy Seas Beer,,https://cdn.beeradvocate.com/im/beers/58006.jpg,"Maryland, United States","#42,898",350,83,3.41,Okay,14.08%
5.30%,Rotating,Rogue Ales,,https://cdn.beeradvocate.com/im/beers/56758.jpg,"Oregon, United States","#35,348",345,160,3.64,Good,13.46%
7.00%,Rotating,The Bruery,,https://cdn.beeradvocate.com/im/beers/96625.jpg,"California, United States","#8,706",343,38,3.89,Very Good,11.05%
4.70%,Summer,Big Sky Brewing Company,,https://cdn.beeradvocate.com/im/beers/4367.jpg,"Montana, United States","#43,437",330,164,3.36,Okay,15.48%
4.10%,Rotating,Tree House Brewing Company,,https://cdn.beeradvocate.com/im/beers/99597.jpg,"Massachusetts, United States","#1,313",324,33,4.22,Exceptional,7.11%
5.20%,Year-round,Deep Ellum Brewing Company,,https://cdn.beeradvocate.com/im/beers/83956.jpg,"Texas, United States","#41,503",321,32,3.49,Okay,13.75%
5.30%,Year-round,Redhook Ale Brewery,,https://cdn.beeradvocate.com/im/beers/69.jpg,"New Hampshire, United States","#43,889",320,211,3.3,Okay,13.33%
4.85%,Year-round,Pabst Brewing Company,,https://cdn.beeradvocate.com/im/beers/876.jpg,"California, United States","#44,701",312,170,3.08,Okay,21.75%
5.00%,Year-round,Molson Coors Canada,,https://cdn.beeradvocate.com/im/beers/1837.jpg,"Ontario, Canada","#44,958",297,101,2.93,Poor,20.82%
4.10%,Rotating,Tree House Brewing Company,,https://cdn.beeradvocate.com/im/beers/173416.jpg,"Massachusetts, United States","#1,440",292,42,4.21,Exceptional,6.89%
5.50%,Year-round,Goose Island Beer Co.,,https://cdn.beeradvocate.com/im/beers/170949.jpg,"Illinois, United States","#11,028",281,55,3.86,Very Good,10.1%
4.80%,Year-round,Fulton Beer,,https://cdn.beeradvocate.com/im/beers/59015.jpg,"Minnesota, United States","#42,662",271,48,3.42,Okay,14.33%
3.70%,Rotating,Hill Farmstead Brewery,,https://cdn.beeradvocate.com/im/beers/147351.jpg,"Vermont, United States","#2,581",266,23,4.11,Exceptional,6.33%
4.80%,Year-round,New Belgium Brewing,,https://cdn.beeradvocate.com/im/beers/262695.jpg,"Colorado, United States","#43,431",259,83,3.35,Okay,15.22%
4.70%,Year-round,Pike Brewing Company,,https://cdn.beeradvocate.com/im/beers/961.jpg,"Washington, United States","#40,154",256,127,3.54,Good,12.15%
4.10%,Rotating,Tree House Brewing Company,,https://cdn.beeradvocate.com/im/beers/88968.jpg,"Massachusetts, United States","#1,704",251,30,4.19,Exceptional,7.4%
5.40%,Summer,Anheuser-Busch,,https://cdn.beeradvocate.com/im/beers/30727.jpg,"Missouri, United States","#44,905",249,174,2.95,Poor,19.66%
4.50%,Summer,River Horse Brewing Co.,,https://cdn.beeradvocate.com/im/beers/9491.jpg,"New Jersey, United States","#43,810",249,75,3.3,Okay,15.15%
4.60%,Year-round,Thomas Hooker Brewing Company,,https://cdn.beeradvocate.com/im/beers/9801.jpg,"Connecticut, United States","#42,461",249,137,3.43,Okay,13.99%
5.00%,Year-round,DuClaw Brewing Company,,https://cdn.beeradvocate.com/im/beers/13873.jpg,"Maryland, United States","#42,974",245,50,3.39,Okay,13.86%
4.30%,Summer,Long Trail Brewing Co.,,https://cdn.beeradvocate.com/im/beers/116279.jpg,"Vermont, United States","#39,050",237,31,3.57,Good,10.92%
6.10%,Rotating,Lawson's Finest Liquids,,https://cdn.beeradvocate.com/im/beers/54052.jpg,"Vermont, United States","#4,821",229,55,4,Exceptional,9.25%
4.70%,Year-round,Mayflower Brewing Company,,https://cdn.beeradvocate.com/im/beers/42039.jpg,"Massachusetts, United States","#33,416",223,84,3.66,Good,11.48%
4.30%,Year-round,Goose Island Beer Co.,,https://cdn.beeradvocate.com/im/beers/1157.jpg,"Illinois, United States","#34,262","3,935","1,131",3.66,Good,11.75%
4.00%,Spring,Surly Brewing Company,,https://cdn.beeradvocate.com/im/beers/36672.jpg,"Minnesota, United States","#4,443","1,088",446,3.98,Very Good,11.06%
4.20%,Year-round,Coniston Brewing Co. Ltd,,https://cdn.beeradvocate.com/im/beers/828.jpg,"England, United Kingdom","#11,239",471,293,3.85,Very Good,12.73%
4.80%,Year-round,Rogue Ales,,https://cdn.beeradvocate.com/im/beers/2679.jpg,"Oregon, United States","#7,069",366,279,3.92,Very Good,10.97%
4.40%,Summer,Heineken Nederland B.V.,,https://cdn.beeradvocate.com/im/beers/50670.jpg,Netherlands,"#44,947",360,126,2.95,Poor,20.68%
5.00%,Year-round,City Steam Brewery Café,,https://cdn.beeradvocate.com/im/beers/2505.jpg,"Connecticut, United States","#41,885",307,63,3.47,Okay,14.12%
4.70%,Year-round,Greene King / Morland Brewery,,https://cdn.beeradvocate.com/im/beers/1902.jpg,"England, United Kingdom","#24,368",271,188,3.74,Good,14.44%
5.00%,Year-round,Foster's Group Limited,,https://cdn.beeradvocate.com/im/beers/917.jpg,Australia,"#45,035",234,173,2.82,Poor,20.21%
4.00%,Rotating,Victory Brewing Company - Downingtown,,https://cdn.beeradvocate.com/im/placeholder-beer.jpg,"Pennsylvania, United States","#5,332",231,84,3.98,Very Good,13.57%
4.20%,Year-round,Two Brothers Brewing Company,,https://cdn.beeradvocate.com/im/beers/56938.jpg,"Illinois, United States","#38,099",216,83,3.59,Good,11.98%
3.60%,Year-round,Greene King / Morland Brewery,,https://cdn.beeradvocate.com/im/beers/36455.jpg,"England, United Kingdom","#44,563",206,71,3.11,Okay,18.65%
5.00%,Year-round,Gritty McDuff's Brewing Company,,https://cdn.beeradvocate.com/im/beers/231.jpg,"Maine, United States","#36,998",193,115,3.61,Good,12.47%
4.00%,Year-round,Sharp's Brewery,,https://cdn.beeradvocate.com/im/beers/21878.jpg,"England, United Kingdom","#41,928",190,44,3.45,Okay,14.78%
5.00%,Year-round,Hop Back Brewery plc,,https://cdn.beeradvocate.com/im/beers/5785.jpg,"England, United Kingdom","#35,534",178,154,3.63,Good,15.7%
6.00%,Winter,D.L. Geary Brewing Company,,https://cdn.beeradvocate.com/im/beers/14050.jpg,"Maine, United States","#42,004",169,121,3.44,Okay,12.5%
4.10%,Year-round,Greene King / Morland Brewery,,https://cdn.beeradvocate.com/im/beers/72718.jpg,"England, United Kingdom","#41,809",168,52,3.45,Okay,13.62%
3.90%,Year-round,Belhaven Brewery Company Ltd.,,https://cdn.beeradvocate.com/im/beers/9684.jpg,"Scotland, United Kingdom","#43,815",168,75,3.27,Okay,17.74%
4.10%,Year-round,"Adnams plc, Sole Bay Brewery",,https://cdn.beeradvocate.com/im/beers/5413.jpg,"England, United Kingdom","#36,778",165,72,3.61,Good,15.51%
3.50%,Year-round,Fuller Smith & Turner PLC,,https://cdn.beeradvocate.com/im/beers/6341.jpg,"England, United Kingdom","#34,572",140,55,3.64,Good,15.66%
4.70%,Year-round,Wychwood Brewery Company Ltd,,https://cdn.beeradvocate.com/im/beers/4526.jpg,"England, United Kingdom","#41,975",138,80,3.43,Okay,13.7%
3.40%,Year-round,W.H. Brakspear & Sons plc,,https://cdn.beeradvocate.com/im/beers/4064.jpg,"England, United Kingdom","#20,115",134,69,3.78,Very Good,12.96%
5.00%,Year-round,Marshall Brewing Company,,https://cdn.beeradvocate.com/im/beers/43171.jpg,"Oklahoma, United States","#25,880",132,62,3.73,Good,12.06%
5.00%,Rotating,Boston Beer Company (Samuel Adams),,https://cdn.beeradvocate.com/im/beers/208360.jpg,"Massachusetts, United States","#39,134",130,39,3.55,Good,10.14%
3.80%,Year-round,Wells & Young's Ltd,,https://cdn.beeradvocate.com/im/beers/42187.jpg,"England, United Kingdom","#19,093",127,54,3.79,Very Good,14.78%
3.60%,Year-round,Carlsberg-Tetley Brewing Ltd,,https://cdn.beeradvocate.com/im/beers/20558.jpg,"England, United Kingdom","#43,929",117,55,3.21,Okay,16.82%
