ABV,Availaility,Brewer,BrosScore,ImageLink,Location,Name,Ranking,RatingCount,ReviewCount,Score,ScoreClass,Style,URL,pDev
8.50,Rotating,The Duck-Rabbit Craft Brewery,0,https://cdn.beeradvocate.com/im/beers/50630.jpg,"North Carolina, United States",Duck-Rabbit Duck-Rabbator,4746,329,147,3.99,Very Good,Doppelbock,https://www.beeradvocate.com/beer/profile/9790/50630/,10.53
9.00,Year-round,Klosterbrauerei Ettal / Ettaler Klosterbetriebe GmbH,0,https://cdn.beeradvocate.com/im/beers/27792.jpg,Germany,Ettaler Curator Dunkler Doppelbock (US Import Version),7776,293,198,3.91,Very Good,Doppelbock,https://www.beeradvocate.com/beer/profile/2432/27792/,11.51
7.80,Spring,Capital Brewery,0,https://cdn.beeradvocate.com/im/placeholder-beer.jpg,"Wisconsin, United States",Blonde Doppelbock,10987,290,192,3.86,Very Good,Doppelbock,https://www.beeradvocate.com/beer/profile/368/2963/,10.88
11.50,Rotating,Tröegs Brewing Company,0,https://cdn.beeradvocate.com/im/beers/112218.jpg,"Pennsylvania, United States",Tröegs Troegenator Double Bock (Bourbon Barrel Aged),2225,270,58,4.14,Exceptional,Doppelbock,https://www.beeradvocate.com/beer/profile/694/112218/,9.66
7.70,Winter,Starr Hill Brewery,3.57,https://cdn.beeradvocate.com/im/beers/105503.jpg,"Virginia, United States",Snow Blind Doppelbock,34422,263,53,3.65,Good,Doppelbock,https://www.beeradvocate.com/beer/profile/13667/105503/,11.78
8.50,Rotating,Brauerei Schloss Eggenberg,0,https://cdn.beeradvocate.com/im/beers/35329.jpg,Austria,Doppelbock Dunkel,28277,255,157,3.71,Good,Doppelbock,https://www.beeradvocate.com/beer/profile/285/35329/,12.67
12.50,Rotating,Kuhnhenn Brewing Company,0,https://cdn.beeradvocate.com/im/beers/30249.jpg,"Michigan, United States",Kuhnhenn Dark Heathen Triple Bock,12013,253,85,3.85,Very Good,Doppelbock,https://www.beeradvocate.com/beer/profile/2097/30249/,12.47
7.20,Year-round,Brauerei Tucher Brau,4.7,https://cdn.beeradvocate.com/im/beers/932.jpg,Germany,Tucher Bajuvator Doppelbock,2760,253,191,4.1,Exceptional,Doppelbock,https://www.beeradvocate.com/beer/profile/129/932/,10.98
7.50,Winter,Gordon Biersch Brewery Restaurant,3.77,https://cdn.beeradvocate.com/im/beers/34029.jpg,United States,Gordon Biersch Winter Bock,31621,251,114,3.68,Good,Doppelbock,https://www.beeradvocate.com/beer/profile/1551/34029/,11.68
7.00,Year-round,Thomas Creek Brewery,0,https://cdn.beeradvocate.com/im/beers/6149.jpg,"South Carolina, United States",Thomas Creek Deep Water Dopplebock,40651,229,105,3.52,Good,Doppelbock,https://www.beeradvocate.com/beer/profile/2454/6149/,15.34
8.60,Rotating,Les Trois Mousquetaires,4.5,https://cdn.beeradvocate.com/im/beers/50044.jpg,"Quebec, Canada",Doppelbock Grande Cuvée Printemps,1947,209,104,4.18,Exceptional,Doppelbock,https://www.beeradvocate.com/beer/profile/11056/50044/,8.37
10.50,Year-round,Indian Wells Brewing Company,0,https://cdn.beeradvocate.com/im/beers/19957.jpg,"California, United States",Lobotomy Bock,44682,204,105,3.06,Okay,Doppelbock,https://www.beeradvocate.com/beer/profile/619/19957/,22.88
8.50,Year-round,Wagner Valley Brewing Co.,3.45,https://cdn.beeradvocate.com/im/beers/2890.jpg,"New York, United States",Sled Dog Dopplebock,31489,197,106,3.68,Good,Doppelbock,https://www.beeradvocate.com/beer/profile/611/2890/,13.86
8.50,Winter,Pennsylvania Brewing Company,0,https://cdn.beeradvocate.com/im/beers/39722.jpg,"Pennsylvania, United States",St. Nikolaus Bock Bier - Brewer's Reserve,2068,181,106,4.18,Exceptional,Doppelbock,https://www.beeradvocate.com/beer/profile/125/39722/,9.09
7.85,Winter,Sprecher Brewing Company,3.99,https://cdn.beeradvocate.com/im/beers/998.jpg,"Wisconsin, United States",Dopple Bock,14343,181,112,3.83,Very Good,Doppelbock,https://www.beeradvocate.com/beer/profile/144/998/,12.01
10.50,Year-round,Pivovar Náchod a.s.,3.25,https://cdn.beeradvocate.com/im/beers/14523.jpg,Czech Republic,Primátor Double Bock Beer,42372,176,112,3.42,Okay,Doppelbock,https://www.beeradvocate.com/beer/profile/707/14523/,20.18
9.00,Winter,Epic Brewing Company,0,https://cdn.beeradvocate.com/im/beers/76903.jpg,"Utah, United States",Double Skull Doppelbock Lager,28215,173,55,3.71,Good,Doppelbock,https://www.beeradvocate.com/beer/profile/22893/76903/,10.78
6.50,Spring,Christian Moerlein Brewing Company,0,https://cdn.beeradvocate.com/im/beers/40818.jpg,"Ohio, United States",Christian Moerlein Emancipator Doppelbock,17559,166,75,3.8,Very Good,Doppelbock,https://www.beeradvocate.com/beer/profile/10991/40818/,12.37
11.00,Rotating,Mikkeller ApS,0,https://cdn.beeradvocate.com/im/beers/56755.jpg,Denmark,Frelser,3847,165,79,4.06,Exceptional,Doppelbock,https://www.beeradvocate.com/beer/profile/13307/56755/,9.36
7.80,Rotating,Two Roads Brewing Company,0,https://cdn.beeradvocate.com/im/beers/91662.jpg,"Connecticut, United States",Henry's Farm Double Bock,15575,156,38,3.82,Very Good,Doppelbock,https://www.beeradvocate.com/beer/profile/30437/91662/,9.16
8.00,Rotating,Grand Teton Brewing Co.,4.09,https://cdn.beeradvocate.com/im/beers/48597.jpg,"Idaho, United States",Double Vision Doppelbock,2343,152,65,4.17,Exceptional,Doppelbock,https://www.beeradvocate.com/beer/profile/413/48597/,8.15
6.80,Year-round,Rogue Ales,4.3,https://cdn.beeradvocate.com/im/beers/355.jpg,"Oregon, United States",Dead Guy Ale,5423,7630,2446,3.94,Very Good,Maibock / Helles Bock,https://www.beeradvocate.com/beer/profile/132/355/,12.44
8.00,Year-round,Abita Brewing Co.,0,https://cdn.beeradvocate.com/im/beers/1565.jpg,"Louisiana, United States",Andygator,40500,1641,458,3.55,Good,Maibock / Helles Bock,https://www.beeradvocate.com/beer/profile/3/1565/,16.06
6.50,Winter,Abita Brewing Co.,3.86,https://cdn.beeradvocate.com/im/beers/3001.jpg,"Louisiana, United States",Mardi Gras Bock,42427,764,255,3.46,Okay,Maibock / Helles Bock,https://www.beeradvocate.com/beer/profile/3/3001/,13.87
7.20,Spring,Hofbräuhaus München,4.12,https://cdn.beeradvocate.com/im/beers/3397.jpg,Germany,Hofbräu Maibock (Urbock),8740,747,351,3.88,Very Good,Maibock / Helles Bock,https://www.beeradvocate.com/beer/profile/4686/3397/,10.82
6.90,Spring,Tröegs Brewing Company,0,https://cdn.beeradvocate.com/im/beers/111683.jpg,"Pennsylvania, United States",Tröegs Cultivator,11048,640,133,3.85,Very Good,Maibock / Helles Bock,https://www.beeradvocate.com/beer/profile/694/111683/,8.83
6.40,Rotating,Rogue Ales,0,https://cdn.beeradvocate.com/im/beers/55317.jpg,"Oregon, United States",John John Dead Guy Ale,15036,577,300,3.81,Very Good,Maibock / Helles Bock,https://www.beeradvocate.com/beer/profile/132/55317/,13.91
6.00,Winter,New Glarus Brewing Company,3.51,https://cdn.beeradvocate.com/im/beers/55418.jpg,"Wisconsin, United States",Cabin Fever,38712,548,172,3.59,Good,Maibock / Helles Bock,https://www.beeradvocate.com/beer/profile/590/55418/,12.81
6.25,Year-round,Genesee Brewing Co. / Dundee Brewing Co.,4,https://cdn.beeradvocate.com/im/beers/21861.jpg,"New York, United States",Dundee Pale Bock Lager,42894,484,294,3.42,Okay,Maibock / Helles Bock,https://www.beeradvocate.com/beer/profile/302/21861/,14.04
6.70,Spring,Summit Brewing Company,0,https://cdn.beeradvocate.com/im/beers/2734.jpg,"Minnesota, United States",Summit Maibock,37666,463,213,3.61,Good,Maibock / Helles Bock,https://www.beeradvocate.com/beer/profile/467/2734/,12.47
7.40,Spring,Victory Brewing Company - Downingtown,0,https://cdn.beeradvocate.com/im/beers/1011.jpg,"Pennsylvania, United States",St. Boisterous,12234,428,296,3.84,Very Good,Maibock / Helles Bock,https://www.beeradvocate.com/beer/profile/345/1011/,11.46
14.00,Rotating,Brauerei Schloss Eggenberg,0,https://cdn.beeradvocate.com/im/beers/39766.jpg,Austria,Samichlaus Bier Helles,17591,423,244,3.79,Very Good,Maibock / Helles Bock,https://www.beeradvocate.com/beer/profile/285/39766/,15.3
6.50,Year-round,Einbecker Brauhaus AG,3.99,https://cdn.beeradvocate.com/im/beers/202.jpg,Germany,Einbecker Mai-Ur-Bock,20192,418,265,3.77,Very Good,Maibock / Helles Bock,https://www.beeradvocate.com/beer/profile/66/202/,11.41
7.00,Year-round,Trader Joe's Brewing Company,3.65,https://cdn.beeradvocate.com/im/beers/21639.jpg,"California, United States",Josephs Brau Heller Bock,42834,409,215,3.42,Okay,Maibock / Helles Bock,https://www.beeradvocate.com/beer/profile/10707/21639/,13.74
6.10,Spring,Boulevard Brewing Co.,0,https://cdn.beeradvocate.com/im/beers/56707.jpg,"Missouri, United States",Boss Tom's Golden Bock,40880,336,122,3.52,Good,Maibock / Helles Bock,https://www.beeradvocate.com/beer/profile/423/56707/,11.93
7.00,Year-round,Gordon Biersch Brewery Restaurant,3.67,https://cdn.beeradvocate.com/im/beers/33651.jpg,United States,Gordon Biersch Blonde Bock,43727,333,175,3.33,Okay,Maibock / Helles Bock,https://www.beeradvocate.com/beer/profile/1551/33651/,16.52
6.20,Spring,Capital Brewery,0,https://cdn.beeradvocate.com/im/beers/984.jpg,"Wisconsin, United States",Maibock,16625,316,158,3.8,Very Good,Maibock / Helles Bock,https://www.beeradvocate.com/beer/profile/368/984/,10
6.50,Rotating,Jack's Abby Brewing,0,https://cdn.beeradvocate.com/im/beers/80801.jpg,"Massachusetts, United States",Maibock Hurts Like Helles,10235,298,58,3.87,Very Good,Maibock / Helles Bock,https://www.beeradvocate.com/beer/profile/26520/80801/,9.04
6.50,Spring,Narragansett Brewing Co.,4.21,https://cdn.beeradvocate.com/im/beers/66780.jpg,"Rhode Island, United States",Narragansett Bock,14632,283,116,3.82,Very Good,Maibock / Helles Bock,https://www.beeradvocate.com/beer/profile/213/66780/,14.4
6.50,Spring,Berkshire Brewing Company Inc.,4.13,https://cdn.beeradvocate.com/im/beers/923.jpg,"Massachusetts, United States",Berkshire Maibock Lager,10610,227,132,3.87,Very Good,Maibock / Helles Bock,https://www.beeradvocate.com/beer/profile/33/923/,11.11
7.00,Winter,Full Sail Brewery & Tasting Room & Pub,3.5,https://cdn.beeradvocate.com/im/beers/64415.jpg,"Oregon, United States",LTD Series - 04,38131,222,109,3.59,Good,Maibock / Helles Bock,https://www.beeradvocate.com/beer/profile/5316/64415/,12.26
7.00,Spring,Stoudts Brewing Co.,0,https://cdn.beeradvocate.com/im/beers/9906.jpg,"Pennsylvania, United States",Stoudt's Blonde Double MaiBock,19560,213,170,3.78,Very Good,Maibock / Helles Bock,https://www.beeradvocate.com/beer/profile/394/9906/,11.11
6.20,Spring,August Schell Brewing Company,0,https://cdn.beeradvocate.com/im/beers/2268.jpg,"Minnesota, United States",Schell's Maifest,38099,213,111,3.59,Good,Maibock / Helles Bock,https://www.beeradvocate.com/beer/profile/417/2268/,12.81
6.00,Spring,Sprecher Brewing Company,0,https://cdn.beeradvocate.com/im/beers/995.jpg,"Wisconsin, United States",Mai Bock,25792,187,124,3.73,Good,Maibock / Helles Bock,https://www.beeradvocate.com/beer/profile/144/995/,12.6
7.30,Rotating,Gordon Biersch Brewery Restaurant,0,https://cdn.beeradvocate.com/im/beers/29981.jpg,United States,Gordon Biersch Maibock,40677,176,60,3.51,Good,Maibock / Helles Bock,https://www.beeradvocate.com/beer/profile/1551/29981/,14.25
6.40,Spring,Full Sail Brewery & Tasting Room & Pub,4.23,https://cdn.beeradvocate.com/im/beers/36188.jpg,"Oregon, United States",LTD Series - 02,32278,167,146,3.67,Good,Maibock / Helles Bock,https://www.beeradvocate.com/beer/profile/5316/36188/,10.63
8.00,Rotating,Abita Brewing Co.,0,https://cdn.beeradvocate.com/im/beers/135171.jpg,"Louisiana, United States",Abita Strawgator,11965,165,40,3.86,Very Good,Maibock / Helles Bock,https://www.beeradvocate.com/beer/profile/3/135171/,13.21
7.50,Spring,Rahr & Sons Brewing Company,0,https://cdn.beeradvocate.com/im/beers/28869.jpg,"Texas, United States",Bucking Bock,41990,163,71,3.44,Okay,Maibock / Helles Bock,https://www.beeradvocate.com/beer/profile/9969/28869/,14.83
6.80,Year-round,Hacker-Pschorr Bräu GmbH,0,https://cdn.beeradvocate.com/im/beers/17569.jpg,Germany,Hacker-Pschorr Hubertus Bock,17594,161,57,3.8,Very Good,Maibock / Helles Bock,https://www.beeradvocate.com/beer/profile/76/17569/,9.74
6.50,Winter,Starr Hill Brewery,0,https://cdn.beeradvocate.com/im/beers/46008.jpg,"Virginia, United States",The Gift (WinterBock Lager),40233,148,66,3.52,Good,Maibock / Helles Bock,https://www.beeradvocate.com/beer/profile/13667/46008/,15.34
7.30,Spring,Trader Joe's Brewing Company,0,https://cdn.beeradvocate.com/im/beers/90967.jpg,"California, United States",Josephs Brau Spring Prost,35918,139,49,3.62,Good,Maibock / Helles Bock,https://www.beeradvocate.com/beer/profile/10707/90967/,12.43
7.50,Year-round,Pivovar Náchod a.s.,3.9,https://cdn.beeradvocate.com/im/beers/13845.jpg,Czech Republic,Primátor Maibock,34532,131,89,3.64,Good,Maibock / Helles Bock,https://www.beeradvocate.com/beer/profile/707/13845/,13.19
6.50,Rotating,Local Option,0,https://cdn.beeradvocate.com/im/beers/91735.jpg,"Illinois, United States",Voku Hila,40886,118,29,3.48,Okay,Maibock / Helles Bock,https://www.beeradvocate.com/beer/profile/16773/91735/,11.49
6.50,Spring,Spaten-Franziskaner-Bräu,0,https://cdn.beeradvocate.com/im/placeholder-beer.jpg,Germany,Spaten Maibock / Premium Bock,22517,117,79,3.76,Very Good,Maibock / Helles Bock,https://www.beeradvocate.com/beer/profile/142/3744/,11.97
7.00,Year-round,Klosterbrauerei Andechs,0,https://cdn.beeradvocate.com/im/beers/6724.jpg,Germany,Andechser Bergbock Hell,11521,111,66,3.88,Very Good,Maibock / Helles Bock,https://www.beeradvocate.com/beer/profile/911/6724/,11.34
7.00,Year-round,Hanseatische Getränke-Industrie (HGI) Holsten-Brauerei AG,0,https://cdn.beeradvocate.com/im/beers/7359.jpg,Germany,Holsten Maibock,44883,111,72,2.85,Poor,Maibock / Helles Bock,https://www.beeradvocate.com/beer/profile/628/7359/,18.6
7.50,Spring,Atwater Brewery,0,https://cdn.beeradvocate.com/im/beers/31104.jpg,"Michigan, United States",Atwater Maibock,42889,107,51,3.34,Okay,Maibock / Helles Bock,https://www.beeradvocate.com/beer/profile/15280/31104/,19.76
6.80,Year-round,Les Trois Mousquetaires,0,https://cdn.beeradvocate.com/im/beers/52044.jpg,"Quebec, Canada",Serie Signature Maibock,28134,106,49,3.71,Good,Maibock / Helles Bock,https://www.beeradvocate.com/beer/profile/11056/52044/,9.97
8.00,Summer,Pennsylvania Brewing Company,0,https://cdn.beeradvocate.com/im/beers/36925.jpg,"Pennsylvania, United States",PENNdemonium,26901,105,75,3.72,Good,Maibock / Helles Bock,https://www.beeradvocate.com/beer/profile/125/36925/,12.9
6.80,Spring,Privatbrauerei Franz Inselkammer KG / Brauerei Aying,4.12,https://cdn.beeradvocate.com/im/beers/136.jpg,Germany,Ayinger Maibock,4353,96,19,4.08,Exceptional,Maibock / Helles Bock,https://www.beeradvocate.com/beer/profile/39/136/,7.6
6.00,Rotating,Hair of the Dog Brewing Company / Brewery and Tasting Room,0,https://cdn.beeradvocate.com/im/placeholder-beer.jpg,"Oregon, United States",Lila,12627,96,12,3.87,Very Good,Maibock / Helles Bock,https://www.beeradvocate.com/beer/profile/173/81332/,11.11
6.50,Spring,Southampton Publick House,0,https://cdn.beeradvocate.com/im/beers/17674.jpg,"New York, United States",Southampton May Bock,5756,94,84,4.02,Exceptional,Maibock / Helles Bock,https://www.beeradvocate.com/beer/profile/1628/17674/,8.46
6.00,Spring,The Olde Mecklenburg Brewery,4.17,https://cdn.beeradvocate.com/im/placeholder-beer.jpg,"North Carolina, United States",Früh Bock,6024,85,27,4.02,Exceptional,Maibock / Helles Bock,https://www.beeradvocate.com/beer/profile/19247/57056/,10.2
6.80,Rotating,Devils Backbone Brewing Company,0,https://cdn.beeradvocate.com/im/beers/97097.jpg,"Virginia, United States",Turbo Cougar,36190,83,20,3.6,Good,Maibock / Helles Bock,https://www.beeradvocate.com/beer/profile/18539/97097/,13.61
6.50,Year-round,Mahr's Bräu,0,https://cdn.beeradvocate.com/im/beers/2413.jpg,Germany,Mahr's Bock-Bier,19131,80,58,3.8,Very Good,Maibock / Helles Bock,https://www.beeradvocate.com/beer/profile/428/2413/,10
6.00,Year-round,Covington Brewhouse,0,https://cdn.beeradvocate.com/im/beers/57208.jpg,"Louisiana, United States",Bayou Bock,43719,80,22,3.2,Okay,Maibock / Helles Bock,https://www.beeradvocate.com/beer/profile/22413/57208/,14.69
6.50,Spring,Free State Brewing Co.,0,https://cdn.beeradvocate.com/im/beers/23121.jpg,"Kansas, United States",Brinkley's Maibock,36089,78,24,3.6,Good,Maibock / Helles Bock,https://www.beeradvocate.com/beer/profile/642/23121/,10.28
8.00,Spring,Foothills Brewing Company - Downtown Brewpub,0,https://cdn.beeradvocate.com/im/beers/28691.jpg,"North Carolina, United States",Gruffmeister 8,34308,76,27,3.63,Good,Maibock / Helles Bock,https://www.beeradvocate.com/beer/profile/11036/28691/,9.64
6.50,Rotating,Two Roads Brewing Company,0,https://cdn.beeradvocate.com/im/placeholder-beer.jpg,"Connecticut, United States",Hizzoner Maibock,13478,76,10,3.87,Very Good,Maibock / Helles Bock,https://www.beeradvocate.com/beer/profile/30437/93396/,10.59
7.00,Spring,High Point Brewing Company,0,https://cdn.beeradvocate.com/im/placeholder-beer.jpg,"New Jersey, United States",Ramstein Maibock,7748,73,43,3.98,Very Good,Maibock / Helles Bock,https://www.beeradvocate.com/beer/profile/607/9540/,9.8
6.00,Summer,"Bayern Brewing, Inc. / Edelweiss Bistro",0,https://cdn.beeradvocate.com/im/beers/59719.jpg,"Montana, United States",Bayern Dump Truck,23314,68,21,3.76,Very Good,Maibock / Helles Bock,https://www.beeradvocate.com/beer/profile/605/59719/,10.64
7.20,Year-round,Dogfish Head Craft Brewery,4.25,https://cdn.beeradvocate.com/im/beers/1161.jpg,"Delaware, United States",Indian Brown Ale,2191,6155,2075,4.09,Exceptional,American Brown Ale,https://www.beeradvocate.com/beer/profile/64/1161/,10.76
12.00,Year-round,Dogfish Head Craft Brewery,0,https://cdn.beeradvocate.com/im/beers/33832.jpg,"Delaware, United States",Palo Santo Marron,1211,5909,2125,4.18,Exceptional,American Brown Ale,https://www.beeradvocate.com/beer/profile/64/33832/,11.72
5.60,Year-round,Rogue Ales,4.2,https://cdn.beeradvocate.com/im/beers/1339.jpg,"Oregon, United States",Hazelnut Brown Nectar,2466,4246,1462,4.07,Exceptional,American Brown Ale,https://www.beeradvocate.com/beer/profile/132/1339/,12.53
5.50,Fall,Sierra Nevada Brewing Co.,4.15,https://cdn.beeradvocate.com/im/beers/60420.jpg,"California, United States",Sierra Nevada Tumbler Autumn Brown Ale,11397,3387,1117,3.84,Very Good,American Brown Ale,https://www.beeradvocate.com/beer/profile/140/60420/,11.46
5.80,Fall,"Bell's Brewery, Inc.",0,https://cdn.beeradvocate.com/im/beers/1924.jpg,"Michigan, United States",Bell's Best Brown,12343,3102,916,3.83,Very Good,American Brown Ale,https://www.beeradvocate.com/beer/profile/287/1924/,11.23
5.10,Year-round,Big Sky Brewing Company,3.57,https://cdn.beeradvocate.com/im/beers/2296.jpg,"Montana, United States",Moose Drool Brown Ale,29768,2759,914,3.7,Good,American Brown Ale,https://www.beeradvocate.com/beer/profile/751/2296/,13.24
6.70,Year-round,Smuttynose Brewing Company,4.39,https://cdn.beeradvocate.com/im/beers/184.jpg,"New Hampshire, United States",Old Brown Dog,5875,2710,981,3.93,Very Good,American Brown Ale,https://www.beeradvocate.com/beer/profile/141/184/,10.94
5.50,Year-round,Surly Brewing Company,0,https://cdn.beeradvocate.com/im/beers/30764.jpg,"Minnesota, United States",Coffee Bender,1523,2681,860,4.15,Exceptional,American Brown Ale,https://www.beeradvocate.com/beer/profile/13014/30764/,10.6
7.85,Spring,Lagunitas Brewing Company,0,https://cdn.beeradvocate.com/im/beers/56613.jpg,"California, United States",Wilco Tango Foxtrot,6299,2663,866,3.92,Very Good,American Brown Ale,https://www.beeradvocate.com/beer/profile/220/56613/,10.71
5.60,Year-round,Brooklyn Brewery,3.42,https://cdn.beeradvocate.com/im/beers/146.jpg,"New York, United States",Brooklyn Brown Ale,36775,2376,959,3.63,Good,American Brown Ale,https://www.beeradvocate.com/beer/profile/45/146/,12.67
5.50,Year-round,Avery Brewing Company,4.12,https://cdn.beeradvocate.com/im/beers/2894.jpg,"Colorado, United States",Ellie's Brown Ale,7783,2167,719,3.89,Very Good,American Brown Ale,https://www.beeradvocate.com/beer/profile/30/2894/,10.54
